SoundEventId,Category,OutputFile,SourceFile,Volume,PitchMin,PitchMax,SpatialBlend
boss_laser_loop,Boss,boss_laser_loop_03.ogg,kenney_sci-fi-sounds/Audio/laserLarge_003.ogg,0.78,0.9,1.03,0.36
boss_spread_fire,Boss,boss_spread_fire.ogg,kenney_sci-fi-sounds/Audio/laserRetro_002.ogg,0.7,0.92,1.04,0.36
boss_spread_fire,Boss,boss_spread_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserRetro_003.ogg,0.7,0.92,1.04,0.36
boss_spread_fire,Boss,boss_spread_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserRetro_004.ogg,0.7,0.92,1.04,0.36
boss_charge_aim,Boss,boss_charge_aim.ogg,kenney_digital-audio/Audio/powerUp9.ogg,0.74,0.92,1.04,0.34
boss_charge_aim,Boss,boss_charge_aim_02.ogg,kenney_digital-audio/Audio/powerUp12.ogg,0.74,0.92,1.04,0.34
boss_charge_aim,Boss,boss_charge_aim_03.ogg,kenney_digital-audio/Audio/phaserUp7.ogg,0.74,0.92,1.04,0.34
boss_charge_fire,Boss,boss_charge_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_004.ogg,0.9,0.88,1.02,0.38
boss_charge_fire,Boss,boss_charge_fire_02.ogg,kenney_digital-audio/Audio/laser9.ogg,0.9,0.88,1.02,0.38
boss_charge_fire,Boss,boss_charge_fire_03.ogg,kenney_digital-audio/Audio/zap1.ogg,0.9,0.88,1.02,0.38
boss_phase2,Boss,boss_phase2.ogg,kenney_digital-audio/Audio/lowThreeTone.ogg,0.9,0.9,1.02,0.35
boss_phase2,Boss,boss_phase2_02.ogg,kenney_digital-audio/Audio/zapThreeToneDown.ogg,0.9,0.9,1.02,0.35
boss_phase2,Boss,boss_phase2_03.ogg,kenney_sci-fi-sounds/Audio/forceField_004.ogg,0.9,0.9,1.02,0.35
boss_death,Boss,boss_death.ogg,kenney_sci-fi-sounds/Audio/lowFrequency_explosion_001.ogg,1.0,0.86,1.0,0.4
boss_death,Boss,boss_death_02.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_004.ogg,1.0,0.86,1.0,0.4
boss_death,Boss,boss_death_03.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_003.ogg,1.0,0.86,1.0,0.4
return_beacon_spawn,Return,return_beacon_spawn.ogg,kenney_digital-audio/Audio/powerUp3.ogg,0.78,0.95,1.04,0.25
return_beacon_spawn,Return,return_beacon_spawn_02.ogg,kenney_digital-audio/Audio/threeTone1.ogg,0.78,0.95,1.04,0.25
return_beacon_spawn,Return,return_beacon_spawn_03.ogg,kenney_sci-fi-sounds/Audio/forceField_001.ogg,0.78,0.95,1.04,0.25
wormhole_enter,Return,wormhole_enter.ogg,kenney_digital-audio/Audio/phaseJump1.ogg,0.9,0.9,1.03,0.3
wormhole_enter,Return,wormhole_enter_02.ogg,kenney_digital-audio/Audio/phaseJump2.ogg,0.9,0.9,1.03,0.3
wormhole_enter,Return,wormhole_enter_03.ogg,kenney_digital-audio/Audio/phaseJump5.ogg,0.9,0.9,1.03,0.3
shop_shield_hit,Shop,shop_shield_hit.ogg,kenney_sci-fi-sounds/Audio/forceField_000.ogg,0.66,0.95,1.06,0.3
shop_shield_hit,Shop,shop_shield_hit_02.ogg,kenney_sci-fi-sounds/Audio/forceField_001.ogg,0.66,0.95,1.06,0.3
shop_shield_hit,Shop,shop_shield_hit_03.ogg,kenney_sci-fi-sounds/Audio/forceField_002.ogg,0.66,0.95,1.06,0.3
shop_shield_break,Shop,shop_shield_break.ogg,kenney_sci-fi-sounds/Audio/forceField_004.ogg,0.86,0.95,1.04,0.3
shop_shield_break,Shop,shop_shield_break_02.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_001.ogg,0.86,0.95,1.04,0.3
shop_shield_break,Shop,shop_shield_break_03.ogg,kenney_sci-fi-sounds/Audio/explosionCrunch_002.ogg,0.86,0.95,1.04,0.3
shop_shotgun_fire,Shop,shop_shotgun_fire.ogg,kenney_sci-fi-sounds/Audio/laserLarge_000.ogg,0.6,0.94,1.04,0.32
shop_shotgun_fire,Shop,shop_shotgun_fire_02.ogg,kenney_sci-fi-sounds/Audio/laserLarge_001.ogg,0.6,0.94,1.04,0.32
shop_shotgun_fire,Shop,shop_shotgun_fire_03.ogg,kenney_sci-fi-sounds/Audio/laserLarge_002.ogg,0.6,0.94,1.04,0.32
security_drone_spawn,Shop,security_drone_spawn.ogg,kenney_digital-audio/Audio/powerUp1.ogg,0.66,0.96,1.04,0.25
security_drone_spawn,Shop,security_drone_spawn_02.ogg,kenney_digital-audio/Audio/powerUp2.ogg,0.66,0.96,1.04,0.25
security_drone_spawn,Shop,security_drone_spawn_03.ogg,kenney_sci-fi-sounds/Audio/computerNoise_003.ogg,0.66,0.96,1.04,0.25
